date,msci_world_3d_return,gold_3d_return,bitcoin_3d_return
2026-02-10,-1.1147711560133569,-0.3514996272879415,0.12337414718089335
2026-02-11,-1.1421133983865859,-0.885216878135143,4.141185997456831
2026-02-12,0.7327819216716861,1.1134278969438658,3.8076920127848286
2026-02-13,0.2719325208364638,-3.35691316212316,-0.013705213563078699
2026-02-14,,,-3.239588185759845
2026-02-15,,-0.867325499900764,-3.3958437831178148
2026-02-16,,0.21822936147357755,-2.7695361238612786
2026-02-17,0.8968120754046585,4.182985176750527,0.7292611900769558
2026-02-18,-0.4044352512891509,3.8520140575891917,2.372421639472229
2026-02-19,0.4370731215015571,4.972428829468245,1.1045436753796705
2026-02-20,0.5960469635000915,1.6552205174806882,-5.047580685187602
2026-02-21,,,-5.767378374331873
2026-02-22,,-0.13880696794788405,0.42676624122398216
2026-02-23,1.096931697403125,-1.020079886882672,4.47224812583481
2026-02-24,0.07340187321581938,1.6050319911665052,2.8391428376503267
2026-02-25,-1.211011770363797,4.254824369570463,-1.4785245626169905
2026-02-26,-2.3735018905536323,3.0417850426463344,-2.5685217680748953
2026-02-27,-1.094984225575864,-2.181825151597565,4.4081420193554965
2026-02-28,,,1.989965070587372
2026-03-01,,-4.1515389801771585,10.571480025747537
2026-03-02,-1.625722879785456,-4.916870280427102,2.9034746596834973
2026-03-03,-1.2129249733919147,0.49285645868342887,-0.26446862178916725
2026-03-04,-1.2554270222018038,-1.7928265806409254,-7.434171710864677
2026-03-05,-0.2887973571887573,1.063656998047776,-6.780267999231891
2026-03-06,,0.8955687534086548,0.4137022231677603
2026-03-07,,,3.9416436147268854
2026-03-08,,2.189485287542181,4.822818460620503
2026-03-09,,,
2026-03-10,,,
2026-03-11,,,
